,Model, type, depth, Train_RF, Test_RF, Train_SVM, Test_SVM, Train_NB, Text_NB, Homo1, Homo2
138,dgi_hetero_graph,dense,2,0.5517023959646911,0.5461165048543689,0.8467843631778058,0.7815533980582524,1.0,0.7621359223300971,0.7440416216850281,0.5099779367446899
139,dgi_hetero_graph,dense,2,0.5517023959646911,0.5461165048543689,0.8467843631778058,0.7815533980582524,1.0,0.7621359223300971,0.7440416216850281,0.5099779367446899
140,dgi_hetero_graph,dense,3,0.5081967213114754,0.4927184466019417,0.6752837326607818,0.6019417475728155,1.0,0.616504854368932,0.7440416216850281,0.5099779367446899
141,dgi_hetero_graph,avg,2,0.5460277427490542,0.5533980582524272,0.8965952080706179,0.8179611650485437,1.0,0.8009708737864077,0.7440416216850281,0.5099779367446899
142,dgi_hetero_graph,avg,3,0.5277427490542245,0.5388349514563107,0.6759142496847415,0.6529126213592233,1.0,0.6237864077669902,0.7440416216850281,0.5099779367446899
143,dgi_hetero_graph,dense,2,0.6387137452711223,0.5679611650485437,0.8770491803278688,0.8131067961165048,1.0,0.7815533980582524,0.7440416216850281,0.5153058171272278
144,dgi_hetero_graph,dense,3,0.5825977301387137,0.5558252427184466,0.7030264817150063,0.6868932038834952,0.9993694829760404,0.6747572815533981,0.7440416216850281,0.5153058171272278
145,dgi_hetero_graph,avg,2,0.5460277427490542,0.5412621359223301,0.8909205548549811,0.837378640776699,1.0,0.7839805825242718,0.7440416216850281,0.5153058171272278
146,dgi_hetero_graph,avg,3,0.5138713745271122,0.5048543689320388,0.7023959646910467,0.7014563106796117,1.0,0.662621359223301,0.7440416216850281,0.5153058171272278
147,dgi_hetero_graph,dense,2,0.5182849936948297,0.4878640776699029,0.8549810844892812,0.7961165048543689,1.0,0.7475728155339806,0.7440416216850281,0.5197194218635559
148,dgi_hetero_graph,dense,3,0.5157629255989912,0.4830097087378641,0.7055485498108449,0.6699029126213593,1.0,0.662621359223301,0.7440416216850281,0.5197194218635559
149,dgi_hetero_graph,avg,2,0.7944514501891551,0.7912621359223301,0.8877679697351829,0.8252427184466019,1.0,0.8300970873786407,0.7440416216850281,0.5197194218635559
150,dgi_hetero_graph,avg,3,0.5699873896595208,0.5606796116504854,0.7118537200504413,0.6601941747572816,1.0,0.6432038834951457,0.7440416216850281,0.5197194218635559
151,dgi_hetero_graph,dense,2,0.7799495586380832,0.7427184466019418,0.9199243379571248,0.9271844660194176,1.0,0.8810679611650486,0.7440416216850281,0.6718158721923828
152,dgi_hetero_graph,dense,3,0.6021437578814628,0.5849514563106796,0.8663303909205549,0.8300970873786407,1.0,0.8252427184466019,0.7440416216850281,0.6718158721923828
153,dgi_hetero_graph,avg,2,0.733921815889029,0.6310679611650486,0.9514501891551072,0.9053398058252428,1.0,0.8883495145631068,0.7440416216850281,0.6718158721923828
154,dgi_hetero_graph,avg,3,0.6847414880201765,0.5946601941747572,0.8764186633039092,0.7766990291262136,1.0,0.7233009708737864,0.7440416216850281,0.6718158721923828
155,dgi_hetero_graph,dense,2,0.5233291298865069,0.5339805825242718,0.92875157629256,0.8762135922330098,0.9993694829760404,0.8640776699029126,0.7440416216850281,0.7431431412696838
156,dgi_hetero_graph,dense,3,0.691046658259773,0.6407766990291263,0.9293820933165196,0.8543689320388349,1.0,0.8932038834951457,0.7440416216850281,0.7431431412696838
157,dgi_hetero_graph,avg,2,0.7849936948297604,0.7936893203883495,0.9476670870113492,0.8713592233009708,0.9993694829760404,0.8616504854368932,0.7440416216850281,0.7431431412696838
158,dgi_hetero_graph,avg,3,0.7843631778058008,0.7135922330097088,0.914249684741488,0.7742718446601942,1.0,0.8106796116504854,0.7440416216850281,0.7431431412696838
159,dgi_hetero_graph,dense,2,0.849936948297604,0.8276699029126213,0.993064312736444,0.9781553398058253,1.0,0.9393203883495146,0.7440416216850281,0.95102459192276
160,dgi_hetero_graph,dense,3,0.9174022698612864,0.8252427184466019,0.9918032786885246,0.9490291262135924,1.0,0.9174757281553398,0.7440416216850281,0.95102459192276
161,dgi_hetero_graph,avg,2,0.9243379571248423,0.8907766990291263,0.9918032786885246,0.9538834951456312,1.0,0.9368932038834952,0.7440416216850281,0.95102459192276
162,dgi_hetero_graph,avg,3,0.9482976040353088,0.8883495145631068,0.9974779319041616,0.9805825242718448,1.0,0.9733009708737864,0.7440416216850281,0.95102459192276
163,dgi_hetero_graph,dense,2,0.5573770491803278,0.5679611650485437,0.9924337957124842,0.9805825242718448,1.0,0.9660194174757282,0.7440416216850281,0.9741488099098206
164,dgi_hetero_graph,dense,3,0.9659520807061792,0.9563106796116504,0.996216897856242,0.9805825242718448,1.0,0.9878640776699028,0.7440416216850281,0.9741488099098206
165,dgi_hetero_graph,avg,2,0.9520807061790668,0.924757281553398,0.9955863808322823,0.9635922330097088,1.0,0.9611650485436892,0.7440416216850281,0.9741488099098206
166,dgi_hetero_graph,avg,3,0.9634300126103404,0.9441747572815534,0.9943253467843632,0.9635922330097088,0.9993694829760404,0.9563106796116504,0.7440416216850281,0.9741488099098206
